Dataset,TrainingTime,TestingTime,TrainingAccuacy,TestingAccuracy,TrainSize,TestSize,TSLen,MinLen,MaxLen,EnsembleSize
BeetleFly,4.57,0.0150,100.0000,90.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.70,0.0140,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.79,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.75,0.0150,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.66,0.0150,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.67,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.81,0.0150,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.26,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.25,0.0140,100.0000,95.0000,20,20,512,0.025000,0.100000,10
BeetleFly,4.50,0.0140,100.0000,100.0000,20,20,512,0.025000,0.100000,10
DiatomSizeReduction,1.19,0.3620,100.0000,88.5621,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.12,0.3060,100.0000,92.1569,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.14,0.3680,100.0000,93.7908,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.21,0.2910,100.0000,97.7124,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.07,0.2150,100.0000,90.1961,16,306,345,0.900000,1.000000,10
DiatomSizeReduction,1.46,0.2550,100.0000,92.4837,16,306,345,0.900000,1.000000,10
